Player,Tm,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,Year,Player ID,Cluster,Team Cluster
Henry Sims,BRK,263,13.9,0.504,0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,0.2,0.3,0.079,-3.5,0.9,-2.6,0,2016,Henry SimsBRK2016.0,3,2
Kyle Singler,OKC,977,6.6,0.481,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,0.054,-1.7,-0.8,-2.5,-0.1,2016,Kyle SinglerOKC2016.0,1,2
Donald Sloan,BRK,1318,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,1.7,0.3,0.071,-0.3,-2.1,-2.4,-0.1,2016,Donald SloanBRK2016.0,9,2
Marcus Smart,BOS,1667,11.3,0.463,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,0.5,2.4,0.083,-0.6,1.3,0.7,1.1,2016,Marcus SmartBOS2016.0,0,1
Greg Smith,MIN,192,7.9,0.545,0,0.531,7.4,17.9,12.7,4.6,1.1,0.4,15.1,10.8,0.1,0.1,0.045,-3,-1.2,-4.3,-0.1,2016,Greg SmithMIN2016.0,7,3
Ish Smith,NOP,617,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,0.5,0.4,0.07,-0.2,-0.9,-1.1,0.1,2016,Ish SmithNOP2016.0,9,4
Ish Smith,PHI,1622,14.4,0.46,0.185,0.18,1.9,12.8,7.1,37.9,1.9,0.8,14,25,-0.6,0.9,0.011,-0.8,-1.2,-2,0,2016,Ish SmithPHI2016.0,9,4
J.R. Smith,CLE,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,3,2.5,0.111,1.8,-0.4,1.3,2,2016,J.R. SmithCLE2016.0,0,4
Jason Smith,ORL,1181,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,0.4,1.4,0.072,-3.1,0.6,-2.5,-0.1,2016,Jason SmithORL2016.0,5,1
Josh Smith,LAC,459,13.2,0.456,0.322,0.233,8,21.5,14.8,14.3,2,5.8,17.1,23.6,-0.6,0.9,0.036,-3.8,3.6,-0.1,0.2,2016,Josh SmithLAC2016.0,7,4
Josh Smith,HOU,421,7.7,0.419,0.503,0.148,4.7,12.9,8.8,17.7,1.9,2.6,16.7,22.1,-0.7,0.3,-0.04,-3.4,-0.7,-4.1,-0.2,2016,Josh SmithHOU2016.0,6,4
Tony Snell,CHI,1301,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,-0.5,1,0.016,-3.4,-0.7,-4.1,-0.7,2016,Tony SnellCHI2016.0,6,2
Marreese Speights,GSW,832,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,0.5,1.2,0.102,-2.9,-1.1,-3.9,-0.4,2016,Marreese SpeightsGSW2016.0,5,4
Tiago Splitter,ATL,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,0.9,0.9,0.144,-1.9,1.1,-0.8,0.2,2016,Tiago SplitterATL2016.0,5,1
Nik Stauskas,PHI,1809,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,0,0.5,0.012,-1.7,-1.9,-3.6,-0.7,2016,Nik StauskasPHI2016.0,1,4
Lance Stephenson,LAC,680,9.8,0.569,0.283,0.181,3.1,14,8.7,13.1,1.8,0.3,21.1,15.1,0.1,0.8,0.066,-2.4,0.7,-1.6,0.1,2016,Lance StephensonLAC2016.0,9,4
Lance Stephenson,MEM,692,17.1,0.537,0.101,0.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,0.8,0.5,0.086,0.1,-1.3,-1.2,0.1,2016,Lance StephensonMEM2016.0,5,2
Amar'e Stoudemire,MIA,762,17.3,0.599,0,0.303,10,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,0.15,-1.7,1.4,-0.4,0.3,2016,Amar'e StoudemireMIA2016.0,3,2
Rodney Stuckey,IND,1275,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,0.077,-2.1,-0.3,-2.5,-0.2,2016,Rodney StuckeyIND2016.0,9,1
Jared Sullinger,BOS,1915,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,1.3,3.6,0.121,-1.2,2.3,1.1,1.5,2016,Jared SullingerBOS2016.0,2,1
Jeff Teague,ATL,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3,0.125,1.2,-0.9,0.3,1.3,2016,Jeff TeagueATL2016.0,4,1
Mirza Teletovic,PHO,1686,16.2,0.571,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,2.9,0.9,0.109,2.3,-2.7,-0.5,0.7,2016,Mirza TeletovicPHO2016.0,1,4
Garrett Temple,WAS,1951,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,1,1.7,0.066,-1,0.1,-1,0.5,2016,Garrett TempleWAS2016.0,1,1
Jason Terry,HOU,1258,10.2,0.54,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,1.1,0.4,0.057,-0.2,-2.6,-2.8,-0.3,2016,Jason TerryHOU2016.0,1,4
Isaiah Thomas,BOS,2644,21.5,0.562,0.336,0.394,1.8,8,4.9,32.7,1.7,0.3,11.9,29.6,7.2,2.5,0.177,5,-2,3,3.3,2016,Isaiah ThomasBOS2016.0,4,1
Lance Thomas,NYK,1313,10.4,0.557,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,1.2,0.5,0.062,-1.2,-2.1,-3.2,-0.4,2016,Lance ThomasNYK2016.0,1,2
Hollis Thompson,PHI,2154,9.2,0.525,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,0.7,0.5,0.026,-1.1,-2,-3.1,-0.6,2016,Hollis ThompsonPHI2016.0,1,4
Jason Thompson,GSW,179,13.3,0.535,0,0.762,6.4,25,16.2,13.9,1.1,3.3,11.1,15.2,0.3,0.3,0.169,-2.6,1.9,-0.7,0.1,2016,Jason ThompsonGSW2016.0,3,4
Jason Thompson,TOR,292,14.7,0.575,0.227,0.333,8.8,22.4,15.7,5.3,1.4,3.4,9.6,13,0.6,0.4,0.163,-0.5,1.4,0.9,0.2,2016,Jason ThompsonTOR2016.0,3,4
Klay Thompson,GSW,2666,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,5.4,2.6,0.144,2.9,-2.2,0.7,1.8,2016,Klay ThompsonGSW2016.0,4,4
Tristan Thompson,CLE,2269,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,5.6,3.1,0.185,0.2,1.3,1.5,2,2016,Tristan ThompsonCLE2016.0,2,4
Marcus Thornton,HOU,885,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8,24.3,0.9,0.4,0.072,0.8,-3.3,-2.5,-0.1,2016,Marcus ThorntonHOU2016.0,1,4
Marcus Thornton,WAS,224,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,0.1,0.3,0.08,0.6,-1.2,-0.7,0.1,2016,Marcus ThorntonWAS2016.0,1,1
Anthony Tolliver,DET,1341,10.2,0.543,0.819,0.142,3.1,16.1,9.3,5.6,1,0.9,7.4,12.4,1.5,1.3,0.1,0,0,0,0.7,2016,Anthony TolliverDET2016.0,1,4
Axel Toupane,DEN,305,7.1,0.49,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,0.2,0.1,0.049,-1.7,-1.1,-2.8,-0.1,2016,Axel ToupaneDEN2016.0,1,1
Karl-Anthony Towns,MIN,2627,22.5,0.59,0.076,0.239,10.2,27.5,19,11.3,1.1,4.3,12.6,24.9,5.4,2.8,0.151,1.6,1.2,2.8,3.1,2016,Karl-Anthony TownsMIN2016.0,2,3
P.J. Tucker,PHO,2540,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,1.5,1.9,0.066,-0.7,1.3,0.6,1.7,2016,P.J. TuckerPHO2016.0,0,4
Evan Turner,BOS,2271,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,1,3,0.085,-1.9,1.3,-0.7,0.8,2016,Evan TurnerBOS2016.0,0,1
Myles Turner,IND,1367,15.4,0.531,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,0.8,2.3,0.109,-3.7,1.4,-2.3,-0.1,2016,Myles TurnerIND2016.0,5,1
Beno Udrih,MEM,120,12.6,0.497,0.239,0.065,1.8,7,4.3,36.4,1.3,0.8,18.9,21.8,0,0,0.024,-1.6,-4.2,-5.8,-0.1,2016,Beno UdrihMEM2016.0,9,2
Beno Udrih,MIA,587,8.9,0.495,0.217,0.112,1.2,10.7,6.1,22.5,1,0,20.8,15.7,-0.1,0.5,0.03,-3.1,-1.5,-4.6,-0.4,2016,Beno UdrihMIA2016.0,9,2
Jonas Valanciunas,TOR,1557,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,0.211,0.7,0.4,1.1,1.2,2016,Jonas ValanciunasTOR2016.0,2,4
Anderson Varejao,CLE,310,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,0.1,0.5,0.089,-4.1,1.8,-2.3,0,2016,Anderson VarejaoCLE2016.0,7,4
Anderson Varejao,GSW,186,11,0.477,0,0.604,8,20.2,14.5,10.5,1.3,2,9,15.5,0.2,0.3,0.12,-3.3,0.8,-2.5,0,2016,Anderson VarejaoGSW2016.0,5,4
Greivis Vasquez,MIL,460,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,-0.4,0.1,-0.033,-3,-3.9,-6.9,-0.6,2016,Greivis VasquezMIL2016.0,6,3
Rashad Vaughn,MIL,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.036,-4.3,-1.9,-6.1,-1,2016,Rashad VaughnMIL2016.0,6,3
Charlie Villanueva,DAL,665,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,-0.6,0.8,0.016,-2.8,-1.8,-4.6,-0.4,2016,Charlie VillanuevaDAL2016.0,1,4
Noah Vonleh,POR,1174,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,0,1.1,0.047,-4,0,-4,-0.6,2016,Noah VonlehPOR2016.0,7,4
Nikola Vucevic,ORL,2037,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,2.8,2.4,0.122,0.7,1.1,1.8,2,2016,Nikola VucevicORL2016.0,2,1
Sasha Vujacic,NYK,908,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,0.3,0.8,0.06,-0.8,-0.7,-1.5,0.1,2016,Sasha VujacicNYK2016.0,1,2
Dwyane Wade,MIA,2258,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,2.4,2.6,0.105,0.9,-0.1,0.8,1.6,2016,Dwyane WadeMIA2016.0,4,2
Dion Waiters,OKC,2152,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,0.3,1.8,0.046,-1.5,-0.6,-2.1,-0.1,2016,Dion WaitersOKC2016.0,1,2
Kemba Walker,CHO,2885,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,6.3,3.6,0.165,4,0,4,4.4,2016,Kemba WalkerCHO2016.0,8,4
John Wall,WAS,2784,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,2.2,3.5,0.098,2.2,1,3.2,3.7,2016,John WallWAS2016.0,4,1
T.J. Warren,PHO,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,1.7,0.6,0.101,0.2,-1.3,-1.2,0.2,2016,T.J. WarrenPHO2016.0,1,4
C.J. Watson,ORL,656,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14,12.1,0.2,0.4,0.047,-2.5,-0.8,-3.3,-0.2,2016,C.J. WatsonORL2016.0,6,1
Briante Weber,MEM,166,8.3,0.365,0.132,0.105,5.3,11.5,8.2,17.6,2.8,1.7,18.5,13.2,-0.2,0.2,-0.007,-4,1.6,-2.4,0,2016,Briante WeberMEM2016.0,6,2
Sonny Weems,PHO,421,4.3,0.475,0.36,0.146,1.5,9.2,5.3,16.2,1.2,0.2,28.1,13.3,-0.5,0.1,-0.043,-5.3,-1.5,-6.8,-0.5,2016,Sonny WeemsPHO2016.0,6,4
David West,SAS,1404,17.6,0.573,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,2.4,2.9,0.184,0.1,3.3,3.4,1.9,2016,David WestSAS2016.0,2,2
Russell Westbrook,OKC,2750,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,10,4,0.245,7.6,2.4,10,8.3,2016,Russell WestbrookOKC2016.0,8,2
Hassan Whiteside,MIA,2125,25.7,0.629,0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5,5.3,0.233,-0.9,3.4,2.5,2.4,2016,Hassan WhitesideMIA2016.0,2,2
Andrew Wiggins,MIN,2845,16.5,0.543,0.147,0.437,4.4,7.5,6,10.1,1.4,1.3,10.6,27.2,3.4,0.7,0.069,0.4,-2.5,-2.1,-0.1,2016,Andrew WigginsMIN2016.0,4,3
C.J. Wilcox,LAC,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,0.1,0.2,0.089,-1.5,-0.9,-2.4,0,2016,C.J. WilcoxLAC2016.0,1,4
Deron Williams,DAL,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,2.2,1.4,0.083,0.9,-1,-0.1,1,2016,Deron WilliamsDAL2016.0,4,4
Derrick Williams,NYK,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,2.4,1.2,0.12,-0.1,-2.4,-2.6,-0.2,2016,Derrick WilliamsNYK2016.0,5,2
Lou Williams,LAL,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,4.5,0.3,0.119,3,-2.7,0.3,1.1,2016,Lou WilliamsLAL2016.0,4,4
Marvin Williams,CHO,2338,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,4.7,3.2,0.161,1.7,1,2.7,2.7,2016,Marvin WilliamsCHO2016.0,2,4
Mo Williams,CLE,748,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,0.4,0.7,0.067,-1.3,-2.1,-3.3,-0.2,2016,Mo WilliamsCLE2016.0,1,4
Justise Winslow,MIA,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,0.054,-2.2,1.6,-0.6,0.8,2016,Justise WinslowMIA2016.0,0,2
Jeff Withey,UTA,658,17.7,0.577,0.012,0.364,10,20.7,15.4,5,1.7,6.8,13,15.1,1.1,1.3,0.171,-2,3.7,1.7,0.6,2016,Jeff WitheyUTA2016.0,3,4
Christian Wood,PHI,145,16.4,0.49,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,0.2,0.1,0.097,-2.9,-1.6,-4.5,-0.1,2016,Christian WoodPHI2016.0,5,4
Metta World-Peace,LAL,590,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,-0.2,0.3,0.008,-2.8,-1,-3.8,-0.3,2016,Metta World-PeaceLAL2016.0,6,4
Brandan Wright,MEM,212,18.3,0.663,0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,0.4,0.2,0.147,-0.9,1.9,0.9,0.2,2016,Brandan WrightMEM2016.0,3,2
Delon Wright,TOR,229,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,0.3,0.2,0.124,-0.1,-0.6,-0.7,0.1,2016,Delon WrightTOR2016.0,5,4
Tony Wroten,PHI,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,-0.8,0,-0.263,-9.9,-3.5,-13.4,-0.4,2016,Tony WrotenPHI2016.0,6,4
James Young,BOS,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,-0.2,0.2,0.013,-4.7,0.1,-4.6,-0.1,2016,James YoungBOS2016.0,6,1
Joe Young,IND,384,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0,15.5,24.4,-0.5,0.5,-0.009,-3.9,-1.5,-5.4,-0.3,2016,Joe YoungIND2016.0,6,1
Nick Young,LAL,1033,9.1,0.483,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,0.1,0,0.003,-1.4,-3.5,-4.8,-0.7,2016,Nick YoungLAL2016.0,1,4
Thaddeus Young,BRK,2407,17.5,0.533,0.031,0.169,8.1,23,15.4,9.5,2.3,1.2,11.6,21.6,1.9,2.2,0.081,-0.5,0.6,0.1,1.3,2016,Thaddeus YoungBRK2016.0,5,2
Cody Zeller,CHO,1774,16.1,0.592,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,3.6,2.7,0.169,-1,2,1,1.3,2016,Cody ZellerCHO2016.0,2,4
Tyler Zeller,BOS,710,15.4,0.539,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,0.8,0.9,0.114,-3.2,-1.1,-4.4,-0.4,2016,Tyler ZellerBOS2016.0,5,1
Quincy Acy,NYK,1287,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1,0.7,0.063,-2.3,-0.8,-3.1,-0.3,2015,Quincy AcyNYK2015.0,5,0
Jordan Adams,MEM,248,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0,0.4,0.073,-1.8,1.2,-0.6,0.1,2015,Jordan AdamsMEM2015.0,0,3
Steven Adams,OKC,1771,14.1,0.549,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,0.111,-1.4,1.8,0.4,1.1,2015,Steven AdamsOKC2015.0,3,2
Jeff Adrien,MIN,215,14.2,0.494,0,0.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.2,0.2,0.087,-2.7,0.5,-2.2,0,2015,Jeff AdrienMIN2015.0,3,3
Arron Afflalo,DEN,1750,11.7,0.533,0.37,0.23,1.3,10.2,5.6,9.3,0.9,0.2,10.3,19.9,1.4,0.4,0.05,0,-1.6,-1.6,0.2,2015,Arron AfflaloDEN2015.0,1,1
Arron Afflalo,POR,752,8.2,0.533,0.396,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0.2,0.5,0.049,-1.5,-0.8,-2.3,-0.1,2015,Arron AfflaloPOR2015.0,1,4
Alexis Ajinca,NOP,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,1.9,1.2,0.159,-0.5,0.6,0.2,0.5,2015,Alexis AjincaNOP2015.0,3,2
Furkan Aldemir,PHI,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,0.122,-2.7,2,-0.7,0.2,2015,Furkan AldemirPHI2015.0,3,1
Cole Aldrich,NYK,976,18.1,0.513,0,0.213,11.6,28.9,20,13.3,2,5.5,15.2,18.3,0.8,1.4,0.107,-2.2,3.1,0.9,0.7,2015,Cole AldrichNYK2015.0,3,0
LaMarcus Aldridge,POR,2512,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,4.9,3.7,0.165,0.3,0,0.3,1.4,2015,LaMarcus AldridgePOR2015.0,2,4
Lavoy Allen,IND,1070,14.9,0.493,0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,0.127,-1.4,2.2,0.8,0.8,2015,Lavoy AllenIND2015.0,3,2
Tony Allen,MEM,1648,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,0.119,-0.4,3.7,3.3,2.2,2015,Tony AllenMEM2015.0,0,3
Al-Farouq Aminu,DAL,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2,0.115,-0.5,2.9,2.4,1.5,2015,Al-Farouq AminuDAL2015.0,0,1
Lou Amundson,NYK,858,12.5,0.444,0.004,0.337,11.6,22,16.7,12.6,1.3,5,17,18,-0.5,0.8,0.02,-3.8,2.2,-1.6,0.1,2015,Lou AmundsonNYK2015.0,7,0
Chris Andersen,MIA,1132,16.1,0.622,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,2.1,1.5,0.151,-1.2,2.3,1,0.9,2015,Chris AndersenMIA2015.0,3,2
Alan Anderson,BRK,1744,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,1.7,1.1,0.075,0,-0.5,-0.5,0.6,2015,Alan AndersonBRK2015.0,1,2
Kyle Anderson,SAS,358,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.044,-5.2,2.4,-2.7,-0.1,2015,Kyle AndersonSAS2015.0,6,1
Ryan Anderson,NOP,1675,15.6,0.524,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,2.6,0.9,0.1,2,-3.1,-1.1,0.4,2015,Ryan AndersonNOP2015.0,1,2
Giannis Antetokounmpo,MIL,2541,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4,0.117,-1.7,2.1,0.5,1.6,2015,Giannis AntetokounmpoMIL2015.0,2,1
Carmelo Anthony,NYK,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,2.2,0.6,0.097,3.5,-2.2,1.4,1.2,2015,Carmelo AnthonyNYK2015.0,4,0
Joel Anthony,DET,406,14.7,0.607,0,0.355,8.2,17,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,0.142,-3.4,4.8,1.4,0.3,2015,Joel AnthonyDET2015.0,3,1
Pero Antic,ATL,1037,9.5,0.508,0.584,0.416,6.6,14,10.4,6.9,0.9,1.1,12.3,17.6,0.5,1,0.07,-1.3,-1.4,-2.7,-0.2,2015,Pero AnticATL2015.0,1,1
Trevor Ariza,HOU,2930,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,0.108,0.6,1.3,1.9,2.9,2015,Trevor ArizaHOU2015.0,0,4
Darrell Arthur,DEN,988,11.5,0.466,0.286,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20,-0.1,0.9,0.042,-1.8,0.7,-1.1,0.2,2015,Darrell ArthurDEN2015.0,1,1
Omer Asik,NOP,1982,15.5,0.545,0,0.546,14,28.8,21.4,5.4,0.8,2.1,15.7,14,2.8,2.2,0.12,-1.3,0.6,-0.7,0.6,2015,Omer AsikNOP2015.0,3,2
D.J. Augustin,DET,1287,15.8,0.536,0.325,0.367,1.1,7.6,4.2,33.2,1.3,0.1,17,22.2,2,0.6,0.094,0.8,-3.1,-2.4,-0.1,2015,D.J. AugustinDET2015.0,9,1
D.J. Augustin,OKC,677,10.2,0.503,0.516,0.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,0.5,0.4,0.063,-0.9,-2,-2.8,-0.1,2015,D.J. AugustinOKC2015.0,1,2
Jeff Ayres,SAS,383,14.4,0.618,0,0.379,11.2,23.3,17.3,5.5,1.1,1.6,19,16.3,0.6,0.6,0.147,-2.1,0.4,-1.7,0,2015,Jeff AyresSAS2015.0,3,1
Luke Babbitt,NOP,830,11.1,0.639,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1,11.5,12.4,1.1,0.5,0.092,0,-1.4,-1.4,0.1,2015,Luke BabbittNOP2015.0,1,2
Leandro Barbosa,GSW,982,15.3,0.558,0.29,0.192,2.6,7.2,5,14.9,2,0.6,9.5,20.5,1.6,1.2,0.137,0.4,-1.2,-0.8,0.3,2015,Leandro BarbosaGSW2015.0,1,1
J.J. Barea,DAL,1362,15.1,0.502,0.312,0.175,1.8,9,5.4,29.5,1.2,0.1,10.8,21.2,2.1,0.6,0.096,1,-2.5,-1.5,0.2,2015,J.J. BareaDAL2015.0,1,1
Andrea Bargnani,NYK,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.058,-1,-2.7,-3.7,-0.3,2015,Andrea BargnaniNYK2015.0,5,0
Harrison Barnes,GSW,2318,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9,14.9,3.7,3,0.139,0.5,0.6,1.1,1.8,2015,Harrison BarnesGSW2015.0,0,1
Matt Barnes,LAC,2271,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,0.091,0.9,0.7,1.6,2.1,2015,Matt BarnesLAC2015.0,0,4
Earl Barron,PHO,143,5,0.361,0.103,0.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,-0.1,0.1,-0.011,-5,-0.9,-5.9,-0.1,2015,Earl BarronPHO2015.0,6,1
Will Barton,POR,300,8.3,0.422,0.18,0.15,1.1,10.8,6.1,13.4,2.4,1,13.8,18.5,-0.4,0.4,0.002,-4.9,0.8,-4,-0.2,2015,Will BartonPOR2015.0,6,4
Will Barton,DEN,683,15.9,0.533,0.265,0.312,3.5,17.2,10.1,12.8,2.5,1.7,13.3,21,0.6,0.7,0.089,-0.4,1.2,0.9,0.5,2015,Will BartonDEN2015.0,0,1
Brandon Bass,BOS,1929,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,0.132,-0.4,-0.1,-0.5,0.7,2015,Brandon BassBOS2015.0,5,1
Nicolas Batum,POR,2380,13.1,0.516,0.515,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17,14.6,2,3.2,0.105,0.6,2.6,3.1,3.1,2015,Nicolas BatumPOR2015.0,0,4
Jerryd Bayless,MIL,1717,11.1,0.519,0.233,0.266,1.5,12.5,7,21,1.8,0.6,18.8,18.6,0.3,2,0.066,-2.3,-0.3,-2.6,-0.3,2015,Jerryd BaylessMIL2015.0,9,1
Aron Baynes,SAS,1122,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,0.166,-0.7,-0.2,-1,0.3,2015,Aron BaynesSAS2015.0,5,1
Kent Bazemore,ATL,1324,9.7,0.52,0.399,0.302,1.9,16.8,9.6,8.6,2,2.1,16.3,15.5,-0.4,1.9,0.057,-3.1,1.3,-1.8,0.1,2015,Kent BazemoreATL2015.0,0,1
